symbol,name,open,high,low,close,volume,strike,category,exchange_id
PETRJ306W4,"PETROBRAS PN, R$ 30.68, 25-10-2024",5.39,5.49,5.32,5.32,300,30.68,CALL,BOVESPA
PETRV306W4,"PETROBRAS PN, R$ 30.68, 25-10-2024",0.0,0.0,0.0,0.01,0,30.68,PUT,BOVESPA
PETRJ311W4,"PETROBRAS PN, R$ 31.18, 25-10-2024",4.88,4.98,4.83,4.83,300,31.18,CALL,BOVESPA
PETRV311W4,"PETROBRAS PN, R$ 31.18, 25-10-2024",0.0,0.0,0.0,0.01,0,31.18,PUT,BOVESPA
PETRJ316W4,"PETROBRAS PN, R$ 31.68, 25-10-2024",4.38,4.5,4.35,4.35,300,31.68,CALL,BOVESPA
PETRV316W4,"PETROBRAS PN, R$ 31.68, 25-10-2024",0.0,0.0,0.0,0.01,0,31.68,PUT,BOVESPA
PETRJ321W4,"PETROBRAS PN, R$ 32.18, 25-10-2024",3.88,4.02,3.88,4.02,200,32.18,CALL,BOVESPA
PETRV321W4,"PETROBRAS PN, R$ 32.18, 25-10-2024",0.01,0.01,0.01,0.01,100,32.18,PUT,BOVESPA
PETRJ326W4,"PETROBRAS PN, R$ 32.68, 25-10-2024",3.36,3.51,3.36,3.51,400,32.68,CALL,BOVESPA
PETRV326W4,"PETROBRAS PN, R$ 32.68, 25-10-2024",0.0,0.0,0.0,0.01,0,32.68,PUT,BOVESPA
PETRJ331W4,"PETROBRAS PN, R$ 33.18, 25-10-2024",2.86,3.0,2.83,2.83,3500,33.18,CALL,BOVESPA
PETRV331W4,"PETROBRAS PN, R$ 33.18, 25-10-2024",0.0,0.0,0.0,0.01,0,33.18,PUT,BOVESPA
PETRJ336W4,"PETROBRAS PN, R$ 33.68, 25-10-2024",2.36,2.51,2.32,2.34,600,33.68,CALL,BOVESPA
PETRV336W4,"PETROBRAS PN, R$ 33.68, 25-10-2024",0.0,0.0,0.0,0.01,0,33.68,PUT,BOVESPA
PETRJ341W4,"PETROBRAS PN, R$ 34.18, 25-10-2024",1.86,2.02,1.82,1.84,3800,34.18,CALL,BOVESPA
PETRV341W4,"PETROBRAS PN, R$ 34.18, 25-10-2024",0.0,0.0,0.0,0.01,0,34.18,PUT,BOVESPA
PETRJ346W4,"PETROBRAS PN, R$ 34.68, 25-10-2024",1.34,1.52,1.32,1.32,29300,34.68,CALL,BOVESPA
PETRV346W4,"PETROBRAS PN, R$ 34.68, 25-10-2024",0.0,0.0,0.0,0.01,0,34.68,PUT,BOVESPA
PETRJ351W4,"PETROBRAS PN, R$ 35.18, 25-10-2024",0.86,1.05,0.73,0.83,66600,35.18,CALL,BOVESPA
PETRV351W4,"PETROBRAS PN, R$ 35.18, 25-10-2024",0.0,0.0,0.0,0.02,0,35.18,PUT,BOVESPA
PETRJ356W4,"PETROBRAS PN, R$ 35.68, 25-10-2024",0.39,0.55,0.22,0.35,170900,35.68,CALL,BOVESPA
PETRV356W4,"PETROBRAS PN, R$ 35.68, 25-10-2024",0.05,0.05,0.01,0.01,123600,35.68,PUT,BOVESPA
PETRJ361W4,"PETROBRAS PN, R$ 36.18, 25-10-2024",0.07,0.14,0.01,0.01,1181600,36.18,CALL,BOVESPA
PETRV361W4,"PETROBRAS PN, R$ 36.18, 25-10-2024",0.23,0.3,0.07,0.19,289200,36.18,PUT,BOVESPA
PETRJ366W4,"PETROBRAS PN, R$ 36.68, 25-10-2024",0.01,0.03,0.01,0.01,34500,36.68,CALL,BOVESPA
PETRV366W4,"PETROBRAS PN, R$ 36.68, 25-10-2024",0.65,0.8,0.48,0.68,175600,36.68,PUT,BOVESPA
PETRJ371W4,"PETROBRAS PN, R$ 37.18, 25-10-2024",0.01,0.01,0.01,0.01,3200,37.18,CALL,BOVESPA
PETRV371W4,"PETROBRAS PN, R$ 37.18, 25-10-2024",1.03,1.3,0.96,1.18,227700,37.18,PUT,BOVESPA
PETRJ376W4,"PETROBRAS PN, R$ 37.68, 25-10-2024",0.01,0.01,0.01,0.01,700,37.68,CALL,BOVESPA
PETRV376W4,"PETROBRAS PN, R$ 37.68, 25-10-2024",1.65,1.78,1.48,1.78,119100,37.68,PUT,BOVESPA
PETRJ381W4,"PETROBRAS PN, R$ 38.18, 25-10-2024",0.01,0.01,0.01,0.01,4200,38.18,CALL,BOVESPA
PETRV381W4,"PETROBRAS PN, R$ 38.18, 25-10-2024",2.14,2.25,1.96,2.21,211400,38.18,PUT,BOVESPA
PETRJ386W4,"PETROBRAS PN, R$ 38.68, 25-10-2024",0.0,0.0,0.0,0.01,0,38.68,CALL,BOVESPA
PETRV386W4,"PETROBRAS PN, R$ 38.68, 25-10-2024",2.65,2.77,2.5,2.65,339800,38.68,PUT,BOVESPA
PETRJ391W4,"PETROBRAS PN, R$ 39.18, 25-10-2024",0.0,0.0,0.0,0.01,0,39.18,CALL,BOVESPA
PETRV391W4,"PETROBRAS PN, R$ 39.18, 25-10-2024",3.0,3.15,3.0,3.15,8000,39.18,PUT,BOVESPA
PETRJ396W4,"PETROBRAS PN, R$ 39.68, 25-10-2024",0.0,0.0,0.0,0.01,0,39.68,CALL,BOVESPA
PETRV396W4,"PETROBRAS PN, R$ 39.68, 25-10-2024",3.66,3.7,3.61,3.7,4000,39.68,PUT,BOVESPA
PETRJ401W4,"PETROBRAS PN, R$ 40.18, 25-10-2024",0.0,0.0,0.0,0.01,0,40.18,CALL,BOVESPA
PETRV401W4,"PETROBRAS PN, R$ 40.18, 25-10-2024",4.15,4.15,4.13,4.13,200,40.18,PUT,BOVESPA
PETRJ406W4,"PETROBRAS PN, R$ 40.68, 25-10-2024",0.0,0.0,0.0,0.01,0,40.68,CALL,BOVESPA
PETRV406W4,"PETROBRAS PN, R$ 40.68, 25-10-2024",4.5,4.5,4.5,4.5,2500,40.68,PUT,BOVESPA
PETRJ411W4,"PETROBRAS PN, R$ 41.18, 25-10-2024",0.0,0.0,0.0,0.01,0,41.18,CALL,BOVESPA
PETRV411W4,"PETROBRAS PN, R$ 41.18, 25-10-2024",0.0,0.0,0.0,5.4,0,41.18,PUT,BOVESPA
PETRJ416W4,"PETROBRAS PN, R$ 41.68, 25-10-2024",0.0,0.0,0.0,0.01,0,41.68,CALL,BOVESPA
PETRV416W4,"PETROBRAS PN, R$ 41.68, 25-10-2024",0.0,0.0,0.0,6.01,0,41.68,PUT,BOVESPA
PETRJ421W4,"PETROBRAS PN, R$ 42.18, 25-10-2024",0.0,0.0,0.0,0.01,0,42.18,CALL,BOVESPA
PETRV421W4,"PETROBRAS PN, R$ 42.18, 25-10-2024",0.0,0.0,0.0,6.55,0,42.18,PUT,BOVESPA
PETRK290W1,"PETROBRAS PN, R$ 29.00, 01-11-2024",0.0,0.0,0.0,0.0,0,29.0,CALL,BOVESPA
PETRW290W1,"PETROBRAS PN, R$ 29.00, 01-11-2024",0.0,0.0,0.0,0.01,0,29.0,PUT,BOVESPA
PETRK295W1,"PETROBRAS PN, R$ 29.50, 01-11-2024",0.0,0.0,0.0,6.22,0,29.5,CALL,BOVESPA
PETRW295W1,"PETROBRAS PN, R$ 29.50, 01-11-2024",0.0,0.0,0.0,0.0,0,29.5,PUT,BOVESPA
PETRK300W1,"PETROBRAS PN, R$ 30.00, 01-11-2024",0.0,0.0,0.0,0.0,0,30.0,CALL,BOVESPA
PETRW300W1,"PETROBRAS PN, R$ 30.00, 01-11-2024",0.0,0.0,0.0,0.01,0,30.0,PUT,BOVESPA
PETRK305W1,"PETROBRAS PN, R$ 30.50, 01-11-2024",0.0,0.0,0.0,5.27,0,30.5,CALL,BOVESPA
PETRW305W1,"PETROBRAS PN, R$ 30.50, 01-11-2024",0.01,0.01,0.01,0.01,4000,30.5,PUT,BOVESPA
PETRK310W1,"PETROBRAS PN, R$ 31.00, 01-11-2024",0.0,0.0,0.0,4.79,0,31.0,CALL,BOVESPA
PETRW310W1,"PETROBRAS PN, R$ 31.00, 01-11-2024",0.01,0.01,0.01,0.01,8500,31.0,PUT,BOVESPA
PETRK315W1,"PETROBRAS PN, R$ 31.50, 01-11-2024",0.0,0.0,0.0,4.25,0,31.5,CALL,BOVESPA
PETRW315W1,"PETROBRAS PN, R$ 31.50, 01-11-2024",0.01,0.01,0.01,0.01,600,31.5,PUT,BOVESPA
PETRK320W1,"PETROBRAS PN, R$ 32.00, 01-11-2024",0.0,0.0,0.0,3.76,0,32.0,CALL,BOVESPA
PETRW320W1,"PETROBRAS PN, R$ 32.00, 01-11-2024",0.02,0.02,0.02,0.02,5000,32.0,PUT,BOVESPA
PETRK325W1,"PETROBRAS PN, R$ 32.50, 01-11-2024",0.0,0.0,0.0,3.39,0,32.5,CALL,BOVESPA
PETRW325W1,"PETROBRAS PN, R$ 32.50, 01-11-2024",0.02,0.02,0.02,0.02,134000,32.5,PUT,BOVESPA
PETRK330W1,"PETROBRAS PN, R$ 33.00, 01-11-2024",3.2,3.2,3.0,3.05,1600,33.0,CALL,BOVESPA
PETRW330W1,"PETROBRAS PN, R$ 33.00, 01-11-2024",0.03,0.03,0.02,0.02,21300,33.0,PUT,BOVESPA
PETRK335W1,"PETROBRAS PN, R$ 33.50, 01-11-2024",2.76,2.76,2.54,2.54,10400,33.5,CALL,BOVESPA
PETRW335W1,"PETROBRAS PN, R$ 33.50, 01-11-2024",0.02,0.05,0.02,0.05,14300,33.5,PUT,BOVESPA
PETRK340W1,"PETROBRAS PN, R$ 34.00, 01-11-2024",2.1,2.13,2.06,2.11,6200,34.0,CALL,BOVESPA
PETRW340W1,"PETROBRAS PN, R$ 34.00, 01-11-2024",0.03,0.07,0.03,0.07,172700,34.0,PUT,BOVESPA
PETRK345W1,"PETROBRAS PN, R$ 34.50, 01-11-2024",0.0,0.0,0.0,1.62,0,34.5,CALL,BOVESPA
PETRW345W1,"PETROBRAS PN, R$ 34.50, 01-11-2024",0.05,0.1,0.05,0.1,324800,34.5,PUT,BOVESPA
PETRK350W1,"PETROBRAS PN, R$ 35.00, 01-11-2024",1.22,1.32,1.17,1.2,28400,35.0,CALL,BOVESPA
PETRW350W1,"PETROBRAS PN, R$ 35.00, 01-11-2024",0.1,0.13,0.07,0.13,102100,35.0,PUT,BOVESPA
PETRK355W1,"PETROBRAS PN, R$ 35.50, 01-11-2024",0.72,1.05,0.67,1.05,30600,35.5,CALL,BOVESPA
PETRW355W1,"PETROBRAS PN, R$ 35.50, 01-11-2024",0.19,0.22,0.12,0.22,70900,35.5,PUT,BOVESPA
PETRK360W1,"PETROBRAS PN, R$ 36.00, 01-11-2024",0.4,0.84,0.35,0.79,238900,36.0,CALL,BOVESPA
PETRW360W1,"PETROBRAS PN, R$ 36.00, 01-11-2024",0.33,0.4,0.24,0.39,594100,36.0,PUT,BOVESPA
PETRK365W1,"PETROBRAS PN, R$ 36.50, 01-11-2024",0.22,0.52,0.15,0.44,3828400,36.5,CALL,BOVESPA
PETRW365W1,"PETROBRAS PN, R$ 36.50, 01-11-2024",0.61,0.69,0.46,0.56,299900,36.5,PUT,BOVESPA
PETRK370W1,"PETROBRAS PN, R$ 37.00, 01-11-2024",0.12,0.32,0.07,0.28,3154300,37.0,CALL,BOVESPA
PETRW370W1,"PETROBRAS PN, R$ 37.00, 01-11-2024",0.98,1.11,0.85,0.88,78400,37.0,PUT,BOVESPA
PETRK375W1,"PETROBRAS PN, R$ 37.50, 01-11-2024",0.07,0.22,0.04,0.15,453100,37.5,CALL,BOVESPA
PETRW375W1,"PETROBRAS PN, R$ 37.50, 01-11-2024",1.45,1.53,0.98,1.23,14900,37.5,PUT,BOVESPA
PETRK380W1,"PETROBRAS PN, R$ 38.00, 01-11-2024",0.04,0.13,0.02,0.13,60500,38.0,CALL,BOVESPA
PETRW380W1,"PETROBRAS PN, R$ 38.00, 01-11-2024",1.85,2.04,1.73,1.77,98400,38.0,PUT,BOVESPA
PETRK385W1,"PETROBRAS PN, R$ 38.50, 01-11-2024",0.02,0.07,0.01,0.06,30700,38.5,CALL,BOVESPA
PETRW385W1,"PETROBRAS PN, R$ 38.50, 01-11-2024",2.41,2.49,2.11,2.25,71100,38.5,PUT,BOVESPA
PETRK390W1,"PETROBRAS PN, R$ 39.00, 01-11-2024",0.01,0.05,0.01,0.04,29300,39.0,CALL,BOVESPA
PETRW390W1,"PETROBRAS PN, R$ 39.00, 01-11-2024",2.78,3.05,2.78,3.05,5000,39.0,PUT,BOVESPA
PETRK395W1,"PETROBRAS PN, R$ 39.50, 01-11-2024",0.02,0.05,0.01,0.05,20400,39.5,CALL,BOVESPA
PETRW395W1,"PETROBRAS PN, R$ 39.50, 01-11-2024",3.23,3.4,3.16,3.16,400,39.5,PUT,BOVESPA
PETRK400W1,"PETROBRAS PN, R$ 40.00, 01-11-2024",0.01,0.04,0.01,0.04,57100,40.0,CALL,BOVESPA
PETRW400W1,"PETROBRAS PN, R$ 40.00, 01-11-2024",3.87,3.89,3.87,3.89,600,40.0,PUT,BOVESPA
PETRK405W1,"PETROBRAS PN, R$ 40.50, 01-11-2024",0.01,0.01,0.01,0.01,1800,40.5,CALL,BOVESPA
PETRW405W1,"PETROBRAS PN, R$ 40.50, 01-11-2024",4.41,4.53,4.06,4.06,17500,40.5,PUT,BOVESPA
PETRK410W1,"PETROBRAS PN, R$ 41.00, 01-11-2024",0.0,0.0,0.0,0.01,0,41.0,CALL,BOVESPA
PETRW410W1,"PETROBRAS PN, R$ 41.00, 01-11-2024",0.0,0.0,0.0,5.09,0,41.0,PUT,BOVESPA
PETRK415W1,"PETROBRAS PN, R$ 41.50, 01-11-2024",0.02,0.02,0.02,0.02,2000,41.5,CALL,BOVESPA
PETRW415W1,"PETROBRAS PN, R$ 41.50, 01-11-2024",5.15,5.15,5.15,5.15,100,41.5,PUT,BOVESPA
PETRK420W1,"PETROBRAS PN, R$ 42.00, 01-11-2024",0.01,0.01,0.01,0.01,5100,42.0,CALL,BOVESPA
PETRW420W1,"PETROBRAS PN, R$ 42.00, 01-11-2024",0.0,0.0,0.0,6.27,0,42.0,PUT,BOVESPA
PETRK425W1,"PETROBRAS PN, R$ 42.50, 01-11-2024",0.0,0.0,0.0,0.0,0,42.5,CALL,BOVESPA
PETRW425W1,"PETROBRAS PN, R$ 42.50, 01-11-2024",0.0,0.0,0.0,6.8,0,42.5,PUT,BOVESPA
PETRK430W1,"PETROBRAS PN, R$ 43.00, 01-11-2024",0.01,0.01,0.01,0.01,2400,43.0,CALL,BOVESPA
PETRW430W1,"PETROBRAS PN, R$ 43.00, 01-11-2024",0.0,0.0,0.0,6.26,0,43.0,PUT,BOVESPA
PETRK435W1,"PETROBRAS PN, R$ 43.50, 01-11-2024",0.0,0.0,0.0,0.0,0,43.5,CALL,BOVESPA
PETRW435W1,"PETROBRAS PN, R$ 43.50, 01-11-2024",0.0,0.0,0.0,7.75,0,43.5,PUT,BOVESPA
PETRK440W1,"PETROBRAS PN, R$ 44.00, 01-11-2024",0.0,0.0,0.0,0.0,0,44.0,CALL,BOVESPA
PETRW440W1,"PETROBRAS PN, R$ 44.00, 01-11-2024",0.0,0.0,0.0,7.07,0,44.0,PUT,BOVESPA
PETRK445W1,"PETROBRAS PN, R$ 44.50, 01-11-2024",0.0,0.0,0.0,0.0,0,44.5,CALL,BOVESPA
PETRW445W1,"PETROBRAS PN, R$ 44.50, 01-11-2024",0.0,0.0,0.0,0.0,0,44.5,PUT,BOVESPA
PETRK450W1,"PETROBRAS PN, R$ 45.00, 01-11-2024",0.01,0.01,0.01,0.01,100,45.0,CALL,BOVESPA
PETRW450W1,"PETROBRAS PN, R$ 45.00, 01-11-2024",0.0,0.0,0.0,0.0,0,45.0,PUT,BOVESPA
PETRK280W2,"PETROBRAS PN, R$ 28.00, 08-11-2024",0.0,0.0,0.0,0.0,0,28.0,CALL,BOVESPA
PETRW280W2,"PETROBRAS PN, R$ 28.00, 08-11-2024",0.02,0.02,0.02,0.02,10000,28.0,PUT,BOVESPA
PETRK285W2,"PETROBRAS PN, R$ 28.50, 08-11-2024",0.0,0.0,0.0,0.0,0,28.5,CALL,BOVESPA
PETRW285W2,"PETROBRAS PN, R$ 28.50, 08-11-2024",0.0,0.0,0.0,0.02,0,28.5,PUT,BOVESPA
PETRK290W2,"PETROBRAS PN, R$ 29.00, 08-11-2024",0.0,0.0,0.0,0.0,0,29.0,CALL,BOVESPA
PETRW290W2,"PETROBRAS PN, R$ 29.00, 08-11-2024",0.03,0.03,0.03,0.03,5000,29.0,PUT,BOVESPA
PETRK295W2,"PETROBRAS PN, R$ 29.50, 08-11-2024",0.0,0.0,0.0,0.0,0,29.5,CALL,BOVESPA
PETRW295W2,"PETROBRAS PN, R$ 29.50, 08-11-2024",0.0,0.0,0.0,0.0,0,29.5,PUT,BOVESPA
PETRK300W2,"PETROBRAS PN, R$ 30.00, 08-11-2024",0.0,0.0,0.0,0.0,0,30.0,CALL,BOVESPA
PETRW300W2,"PETROBRAS PN, R$ 30.00, 08-11-2024",0.0,0.0,0.0,0.04,0,30.0,PUT,BOVESPA
PETRK305W2,"PETROBRAS PN, R$ 30.50, 08-11-2024",0.0,0.0,0.0,5.32,0,30.5,CALL,BOVESPA
PETRW305W2,"PETROBRAS PN, R$ 30.50, 08-11-2024",0.0,0.0,0.0,0.05,0,30.5,PUT,BOVESPA
PETRK310W2,"PETROBRAS PN, R$ 31.00, 08-11-2024",0.0,0.0,0.0,0.0,0,31.0,CALL,BOVESPA
PETRW310W2,"PETROBRAS PN, R$ 31.00, 08-11-2024",0.0,0.0,0.0,0.05,0,31.0,PUT,BOVESPA
PETRK315W2,"PETROBRAS PN, R$ 31.50, 08-11-2024",0.0,0.0,0.0,4.37,0,31.5,CALL,BOVESPA
PETRW315W2,"PETROBRAS PN, R$ 31.50, 08-11-2024",0.05,0.05,0.05,0.05,200,31.5,PUT,BOVESPA
PETRK320W2,"PETROBRAS PN, R$ 32.00, 08-11-2024",0.0,0.0,0.0,3.89,0,32.0,CALL,BOVESPA
PETRW320W2,"PETROBRAS PN, R$ 32.00, 08-11-2024",0.0,0.0,0.0,0.07,0,32.0,PUT,BOVESPA
PETRK325W2,"PETROBRAS PN, R$ 32.50, 08-11-2024",0.0,0.0,0.0,3.4,0,32.5,CALL,BOVESPA
PETRW325W2,"PETROBRAS PN, R$ 32.50, 08-11-2024",0.09,0.09,0.09,0.09,1000,32.5,PUT,BOVESPA
PETRK330W2,"PETROBRAS PN, R$ 33.00, 08-11-2024",0.0,0.0,0.0,2.92,0,33.0,CALL,BOVESPA
PETRW330W2,"PETROBRAS PN, R$ 33.00, 08-11-2024",0.09,0.1,0.09,0.09,20400,33.0,PUT,BOVESPA
PETRK335W2,"PETROBRAS PN, R$ 33.50, 08-11-2024",2.96,2.96,2.96,2.96,9000,33.5,CALL,BOVESPA
PETRW335W2,"PETROBRAS PN, R$ 33.50, 08-11-2024",0.11,0.13,0.11,0.13,10800,33.5,PUT,BOVESPA
PETRK340W2,"PETROBRAS PN, R$ 34.00, 08-11-2024",0.0,0.0,0.0,2.05,0,34.0,CALL,BOVESPA
PETRW340W2,"PETROBRAS PN, R$ 34.00, 08-11-2024",0.01,0.17,0.01,0.16,122500,34.0,PUT,BOVESPA
PETRK345W2,"PETROBRAS PN, R$ 34.50, 08-11-2024",2.13,2.13,2.13,2.13,3000,34.5,CALL,BOVESPA
PETRW345W2,"PETROBRAS PN, R$ 34.50, 08-11-2024",0.2,0.24,0.2,0.21,7000,34.5,PUT,BOVESPA
PETRK350W2,"PETROBRAS PN, R$ 35.00, 08-11-2024",1.58,1.58,1.5,1.5,6700,35.0,CALL,BOVESPA
PETRW350W2,"PETROBRAS PN, R$ 35.00, 08-11-2024",0.31,0.36,0.29,0.35,55200,35.0,PUT,BOVESPA
PETRK355W2,"PETROBRAS PN, R$ 35.50, 08-11-2024",1.17,1.39,1.03,1.39,111600,35.5,CALL,BOVESPA
PETRW355W2,"PETROBRAS PN, R$ 35.50, 08-11-2024",0.45,0.5,0.39,0.5,69600,35.5,PUT,BOVESPA
PETRK360W2,"PETROBRAS PN, R$ 36.00, 08-11-2024",0.94,1.19,0.74,1.09,174400,36.0,CALL,BOVESPA
PETRW360W2,"PETROBRAS PN, R$ 36.00, 08-11-2024",0.65,0.71,0.5,0.66,330700,36.0,PUT,BOVESPA
PETRK365W2,"PETROBRAS PN, R$ 36.50, 08-11-2024",0.65,0.9,0.52,0.89,231000,36.5,CALL,BOVESPA
PETRW365W2,"PETROBRAS PN, R$ 36.50, 08-11-2024",0.9,0.97,0.54,0.79,625300,36.5,PUT,BOVESPA
PETRK370W2,"PETROBRAS PN, R$ 37.00, 08-11-2024",0.41,0.65,0.33,0.56,250100,37.0,CALL,BOVESPA
PETRW370W2,"PETROBRAS PN, R$ 37.00, 08-11-2024",1.13,1.22,1.08,1.2,19500,37.0,PUT,BOVESPA
PETRK375W2,"PETROBRAS PN, R$ 37.50, 08-11-2024",0.29,0.46,0.22,0.41,187500,37.5,CALL,BOVESPA
PETRW375W2,"PETROBRAS PN, R$ 37.50, 08-11-2024",1.53,1.54,1.43,1.54,74800,37.5,PUT,BOVESPA
PETRK380W2,"PETROBRAS PN, R$ 38.00, 08-11-2024",0.18,0.34,0.15,0.31,227300,38.0,CALL,BOVESPA
PETRW380W2,"PETROBRAS PN, R$ 38.00, 08-11-2024",1.84,2.02,1.84,1.9,12300,38.0,PUT,BOVESPA
PETRK385W2,"PETROBRAS PN, R$ 38.50, 08-11-2024",0.12,0.25,0.11,0.25,44100,38.5,CALL,BOVESPA
PETRW385W2,"PETROBRAS PN, R$ 38.50, 08-11-2024",0.0,0.0,0.0,2.65,0,38.5,PUT,BOVESPA
PETRK390W2,"PETROBRAS PN, R$ 39.00, 08-11-2024",0.09,0.15,0.08,0.15,18700,39.0,CALL,BOVESPA
PETRW390W2,"PETROBRAS PN, R$ 39.00, 08-11-2024",2.77,2.77,2.77,2.77,2000,39.0,PUT,BOVESPA
PETRK395W2,"PETROBRAS PN, R$ 39.50, 08-11-2024",0.06,0.12,0.06,0.12,32100,39.5,CALL,BOVESPA
PETRW395W2,"PETROBRAS PN, R$ 39.50, 08-11-2024",0.0,0.0,0.0,3.69,0,39.5,PUT,BOVESPA
PETRK400W2,"PETROBRAS PN, R$ 40.00, 08-11-2024",0.05,0.05,0.05,0.05,3000,40.0,CALL,BOVESPA
PETRW400W2,"PETROBRAS PN, R$ 40.00, 08-11-2024",0.0,0.0,0.0,3.46,0,40.0,PUT,BOVESPA
PETRK405W2,"PETROBRAS PN, R$ 40.50, 08-11-2024",0.07,0.07,0.07,0.07,900,40.5,CALL,BOVESPA
PETRW405W2,"PETROBRAS PN, R$ 40.50, 08-11-2024",0.0,0.0,0.0,0.0,0,40.5,PUT,BOVESPA
PETRK410W2,"PETROBRAS PN, R$ 41.00, 08-11-2024",0.03,0.03,0.03,0.03,10000,41.0,CALL,BOVESPA
PETRW410W2,"PETROBRAS PN, R$ 41.00, 08-11-2024",0.0,0.0,0.0,0.0,0,41.0,PUT,BOVESPA
PETRK415W2,"PETROBRAS PN, R$ 41.50, 08-11-2024",0.0,0.0,0.0,0.0,0,41.5,CALL,BOVESPA
PETRW415W2,"PETROBRAS PN, R$ 41.50, 08-11-2024",0.0,0.0,0.0,0.0,0,41.5,PUT,BOVESPA
PETRK420W2,"PETROBRAS PN, R$ 42.00, 08-11-2024",0.03,0.03,0.03,0.03,100,42.0,CALL,BOVESPA
PETRW420W2,"PETROBRAS PN, R$ 42.00, 08-11-2024",0.0,0.0,0.0,0.0,0,42.0,PUT,BOVESPA
PETRK425W2,"PETROBRAS PN, R$ 42.50, 08-11-2024",0.02,0.02,0.02,0.02,3000,42.5,CALL,BOVESPA
PETRW425W2,"PETROBRAS PN, R$ 42.50, 08-11-2024",0.0,0.0,0.0,0.0,0,42.5,PUT,BOVESPA
PETRK430W2,"PETROBRAS PN, R$ 43.00, 08-11-2024",0.02,0.02,0.02,0.02,13400,43.0,CALL,BOVESPA
PETRW430W2,"PETROBRAS PN, R$ 43.00, 08-11-2024",0.0,0.0,0.0,0.0,0,43.0,PUT,BOVESPA
PETRK435W2,"PETROBRAS PN, R$ 43.50, 08-11-2024",0.02,0.02,0.02,0.02,13400,43.5,CALL,BOVESPA
PETRW435W2,"PETROBRAS PN, R$ 43.50, 08-11-2024",0.0,0.0,0.0,0.0,0,43.5,PUT,BOVESPA
PETRK440W2,"PETROBRAS PN, R$ 44.00, 08-11-2024",0.02,0.02,0.02,0.02,13400,44.0,CALL,BOVESPA
PETRW440W2,"PETROBRAS PN, R$ 44.00, 08-11-2024",0.0,0.0,0.0,0.0,0,44.0,PUT,BOVESPA
PETRK85,"PETROBRAS PN, R$ 0.85, 14-11-2024",35.3,35.3,35.3,35.3,1000,0.85,CALL,BOVESPA
PETRW85,"PETROBRAS PN, R$ 0.85, 14-11-2024",0.0,0.0,0.0,0.0,0,0.85,PUT,BOVESPA
PETRK850,"PETROBRAS PN, R$ 8.50, 14-11-2024",0.0,0.0,0.0,28.38,0,8.5,CALL,BOVESPA
PETRW850,"PETROBRAS PN, R$ 8.50, 14-11-2024",0.0,0.0,0.0,0.0,0,8.5,PUT,BOVESPA
PETRK870,"PETROBRAS PN, R$ 8.70, 14-11-2024",0.0,0.0,0.0,28.78,0,8.7,CALL,BOVESPA
PETRW870,"PETROBRAS PN, R$ 8.70, 14-11-2024",0.0,0.0,0.0,0.0,0,8.7,PUT,BOVESPA
PETRK890,"PETROBRAS PN, R$ 8.90, 14-11-2024",0.0,0.0,0.0,0.0,0,8.9,CALL,BOVESPA
PETRW890,"PETROBRAS PN, R$ 8.90, 14-11-2024",0.0,0.0,0.0,0.0,0,8.9,PUT,BOVESPA
PETRK900,"PETROBRAS PN, R$ 9.00, 14-11-2024",0.0,0.0,0.0,27.8,0,9.0,CALL,BOVESPA
PETRW900,"PETROBRAS PN, R$ 9.00, 14-11-2024",0.0,0.0,0.0,0.0,0,9.0,PUT,BOVESPA
PETRK910,"PETROBRAS PN, R$ 9.10, 14-11-2024",0.0,0.0,0.0,0.0,0,9.1,CALL,BOVESPA
PETRW910,"PETROBRAS PN, R$ 9.10, 14-11-2024",0.0,0.0,0.0,0.0,0,9.1,PUT,BOVESPA
PETRK930,"PETROBRAS PN, R$ 9.30, 14-11-2024",0.0,0.0,0.0,0.0,0,9.3,CALL,BOVESPA
PETRW930,"PETROBRAS PN, R$ 9.30, 14-11-2024",0.0,0.0,0.0,0.0,0,9.3,PUT,BOVESPA
PETRK950,"PETROBRAS PN, R$ 9.50, 14-11-2024",0.0,0.0,0.0,0.0,0,9.5,CALL,BOVESPA
PETRW950,"PETROBRAS PN, R$ 9.50, 14-11-2024",0.0,0.0,0.0,0.0,0,9.5,PUT,BOVESPA
PETRK970,"PETROBRAS PN, R$ 9.70, 14-11-2024",0.0,0.0,0.0,0.0,0,9.7,CALL,BOVESPA
PETRW970,"PETROBRAS PN, R$ 9.70, 14-11-2024",0.0,0.0,0.0,0.0,0,9.7,PUT,BOVESPA
PETRK990,"PETROBRAS PN, R$ 9.90, 14-11-2024",0.0,0.0,0.0,0.0,0,9.9,CALL,BOVESPA
PETRW990,"PETROBRAS PN, R$ 9.90, 14-11-2024",0.0,0.0,0.0,0.0,0,9.9,PUT,BOVESPA
PETRK113,"PETROBRAS PN, R$ 10.40, 14-11-2024",0.0,0.0,0.0,26.2,0,10.4,CALL,BOVESPA
PETRW113,"PETROBRAS PN, R$ 10.40, 14-11-2024",0.0,0.0,0.0,0.0,0,10.4,PUT,BOVESPA
PETRK118,"PETROBRAS PN, R$ 10.90, 14-11-2024",0.0,0.0,0.0,25.87,0,10.9,CALL,BOVESPA
PETRW118,"PETROBRAS PN, R$ 10.90, 14-11-2024",0.0,0.0,0.0,0.0,0,10.9,PUT,BOVESPA
