symbol,name,open,high,low,close,volume,strike,category,exchange_id
PETRR439,"PETROBRAS PN, R$ 43.02, 20-06-2025",0.0,0.0,0.0,3.55,0,43.02,PUT,BOVESPA
PETRG125,"PETROBRAS PN, R$ 12.56, 18-07-2025",0.0,0.0,0.0,25.62,0,12.56,CALL,BOVESPA
PETRS125,"PETROBRAS PN, R$ 12.56, 18-07-2025",0.0,0.0,0.0,0.0,0,12.56,PUT,BOVESPA
PETRG160,"PETROBRAS PN, R$ 16.06, 18-07-2025",0.0,0.0,0.0,22.13,0,16.06,CALL,BOVESPA
PETRS160,"PETROBRAS PN, R$ 16.06, 18-07-2025",0.0,0.0,0.0,0.0,0,16.06,PUT,BOVESPA
PETRG200,"PETROBRAS PN, R$ 20.06, 18-07-2025",0.0,0.0,0.0,18.0,0,20.06,CALL,BOVESPA
PETRS200,"PETROBRAS PN, R$ 20.06, 18-07-2025",0.0,0.0,0.0,0.01,0,20.06,PUT,BOVESPA
PETRG230,"PETROBRAS PN, R$ 22.06, 18-07-2025",0.0,0.0,0.0,15.31,0,22.06,CALL,BOVESPA
PETRS230,"PETROBRAS PN, R$ 22.06, 18-07-2025",0.0,0.0,0.0,0.01,0,22.06,PUT,BOVESPA
PETRG300,"PETROBRAS PN, R$ 22.81, 18-07-2025",0.0,0.0,0.0,15.25,0,22.81,CALL,BOVESPA
PETRS300,"PETROBRAS PN, R$ 22.81, 18-07-2025",0.0,0.0,0.0,0.37,0,22.81,PUT,BOVESPA
PETRG268,"PETROBRAS PN, R$ 25.81, 18-07-2025",0.0,0.0,0.0,0.0,0,25.81,CALL,BOVESPA
PETRS268,"PETROBRAS PN, R$ 25.81, 18-07-2025",0.0,0.0,0.0,0.37,0,25.81,PUT,BOVESPA
PETRG280,"PETROBRAS PN, R$ 26.06, 18-07-2025",0.0,0.0,0.0,10.6,0,26.06,CALL,BOVESPA
PETRS280,"PETROBRAS PN, R$ 26.06, 18-07-2025",0.0,0.0,0.0,0.31,0,26.06,PUT,BOVESPA
PETRG341,"PETROBRAS PN, R$ 29.31, 18-07-2025",0.0,0.0,0.0,11.4,0,29.31,CALL,BOVESPA
PETRS341,"PETROBRAS PN, R$ 29.31, 18-07-2025",0.0,0.0,0.0,0.45,0,29.31,PUT,BOVESPA
PETRG318,"PETROBRAS PN, R$ 30.81, 18-07-2025",0.0,0.0,0.0,9.8,0,30.81,CALL,BOVESPA
PETRS318,"PETROBRAS PN, R$ 30.81, 18-07-2025",0.0,0.0,0.0,0.77,0,30.81,PUT,BOVESPA
PETRG40,"PETROBRAS PN, R$ 32.81, 18-07-2025",0.0,0.0,0.0,7.73,0,32.81,CALL,BOVESPA
PETRS40,"PETROBRAS PN, R$ 32.81, 18-07-2025",0.0,0.0,0.0,1.06,0,32.81,PUT,BOVESPA
PETRG34,"PETROBRAS PN, R$ 33.06, 18-07-2025",6.5,6.57,6.5,6.57,1000,33.06,CALL,BOVESPA
PETRS34,"PETROBRAS PN, R$ 33.06, 18-07-2025",0.0,0.0,0.0,1.12,0,33.06,PUT,BOVESPA
PETRG433,"PETROBRAS PN, R$ 42.31, 18-07-2025",0.0,0.0,0.0,1.93,0,42.31,CALL,BOVESPA
PETRS433,"PETROBRAS PN, R$ 42.31, 18-07-2025",0.0,0.0,0.0,4.87,0,42.31,PUT,BOVESPA
PETRG43,"PETROBRAS PN, R$ 42.56, 18-07-2025",0.0,0.0,0.0,0.0,0,42.56,CALL,BOVESPA
PETRS43,"PETROBRAS PN, R$ 42.56, 18-07-2025",0.0,0.0,0.0,4.52,0,42.56,PUT,BOVESPA
PETRG438,"PETROBRAS PN, R$ 42.81, 18-07-2025",0.0,0.0,0.0,1.58,0,42.81,CALL,BOVESPA
PETRS438,"PETROBRAS PN, R$ 42.81, 18-07-2025",0.0,0.0,0.0,3.05,0,42.81,PUT,BOVESPA
PETRG51,"PETROBRAS PN, R$ 50.06, 18-07-2025",0.0,0.0,0.0,0.37,0,50.06,CALL,BOVESPA
PETRS51,"PETROBRAS PN, R$ 50.06, 18-07-2025",0.0,0.0,0.0,9.15,0,50.06,PUT,BOVESPA
PETRG600,"PETROBRAS PN, R$ 60.06, 18-07-2025",0.0,0.0,0.0,0.07,0,60.06,CALL,BOVESPA
PETRS600,"PETROBRAS PN, R$ 60.06, 18-07-2025",0.0,0.0,0.0,0.0,0,60.06,PUT,BOVESPA
PETRH825,"PETROBRAS PN, R$ 18.31, 15-08-2025",0.0,0.0,0.0,20.28,0,18.31,CALL,BOVESPA
PETRT825,"PETROBRAS PN, R$ 18.31, 15-08-2025",0.08,0.08,0.08,0.08,1100,18.31,PUT,BOVESPA
PETRH82,"PETROBRAS PN, R$ 18.56, 15-08-2025",0.0,0.0,0.0,20.05,0,18.56,CALL,BOVESPA
PETRT82,"PETROBRAS PN, R$ 18.56, 15-08-2025",0.08,0.08,0.08,0.08,8000,18.56,PUT,BOVESPA
PETRH829,"PETROBRAS PN, R$ 21.81, 15-08-2025",0.0,0.0,0.0,17.5,0,21.81,CALL,BOVESPA
PETRT829,"PETROBRAS PN, R$ 21.81, 15-08-2025",0.0,0.0,0.0,0.14,0,21.81,PUT,BOVESPA
PETRH250,"PETROBRAS PN, R$ 24.06, 15-08-2025",0.0,0.0,0.0,0.0,0,24.06,CALL,BOVESPA
PETRT250,"PETROBRAS PN, R$ 24.06, 15-08-2025",0.0,0.0,0.0,1.0,0,24.06,PUT,BOVESPA
PETRH033,"PETROBRAS PN, R$ 25.81, 15-08-2025",0.0,0.0,0.0,14.65,0,25.81,CALL,BOVESPA
PETRT033,"PETROBRAS PN, R$ 25.81, 15-08-2025",0.0,0.0,0.0,0.25,0,25.81,PUT,BOVESPA
PETRH280,"PETROBRAS PN, R$ 27.06, 15-08-2025",0.0,0.0,0.0,0.0,0,27.06,CALL,BOVESPA
PETRT280,"PETROBRAS PN, R$ 27.06, 15-08-2025",0.0,0.0,0.0,0.33,0,27.06,PUT,BOVESPA
PETRH834,"PETROBRAS PN, R$ 27.31, 15-08-2025",0.0,0.0,0.0,11.37,0,27.31,CALL,BOVESPA
PETRT834,"PETROBRAS PN, R$ 27.31, 15-08-2025",0.0,0.0,0.0,0.42,0,27.31,PUT,BOVESPA
PETRH035,"PETROBRAS PN, R$ 27.81, 15-08-2025",0.0,0.0,0.0,11.1,0,27.81,CALL,BOVESPA
PETRT035,"PETROBRAS PN, R$ 27.81, 15-08-2025",0.0,0.0,0.0,0.34,0,27.81,PUT,BOVESPA
PETRH359,"PETROBRAS PN, R$ 29.81, 15-08-2025",0.0,0.0,0.0,12.0,0,29.81,CALL,BOVESPA
PETRT359,"PETROBRAS PN, R$ 29.81, 15-08-2025",0.0,0.0,0.0,0.6,0,29.81,PUT,BOVESPA
PETRH32,"PETROBRAS PN, R$ 31.06, 15-08-2025",0.0,0.0,0.0,0.0,0,31.06,CALL,BOVESPA
PETRT32,"PETROBRAS PN, R$ 31.06, 15-08-2025",0.0,0.0,0.0,0.7,0,31.06,PUT,BOVESPA
PETRH379,"PETROBRAS PN, R$ 31.81, 15-08-2025",0.0,0.0,0.0,9.72,0,31.81,CALL,BOVESPA
PETRT379,"PETROBRAS PN, R$ 31.81, 15-08-2025",0.88,0.88,0.88,0.88,400,31.81,PUT,BOVESPA
PETRH399,"PETROBRAS PN, R$ 33.81, 15-08-2025",0.0,0.0,0.0,6.65,0,33.81,CALL,BOVESPA
PETRT399,"PETROBRAS PN, R$ 33.81, 15-08-2025",1.2,1.3,1.2,1.26,1300,33.81,PUT,BOVESPA
PETRH409,"PETROBRAS PN, R$ 41.06, 15-08-2025",0.0,0.0,0.0,2.7,0,41.06,CALL,BOVESPA
PETRT409,"PETROBRAS PN, R$ 41.06, 15-08-2025",0.0,0.0,0.0,4.2,0,41.06,PUT,BOVESPA
PETRH466,"PETROBRAS PN, R$ 41.81, 15-08-2025",0.0,0.0,0.0,1.5,0,41.81,CALL,BOVESPA
PETRT466,"PETROBRAS PN, R$ 41.81, 15-08-2025",0.0,0.0,0.0,3.78,0,41.81,PUT,BOVESPA
PETRI332,"PETROBRAS PN, R$ 27.15, 19-09-2025",0.0,0.0,0.0,12.69,0,27.15,CALL,BOVESPA
PETRU332,"PETROBRAS PN, R$ 27.15, 19-09-2025",0.4,0.4,0.32,0.32,200,27.15,PUT,BOVESPA
PETRI445,"PETROBRAS PN, R$ 38.40, 19-09-2025",0.0,0.0,0.0,3.84,0,38.4,CALL,BOVESPA
PETRU445,"PETROBRAS PN, R$ 38.40, 19-09-2025",2.86,2.87,2.86,2.87,500,38.4,PUT,BOVESPA
PETRI43,"PETROBRAS PN, R$ 43.90, 19-09-2025",0.0,0.0,0.0,1.75,0,43.9,CALL,BOVESPA
PETRU43,"PETROBRAS PN, R$ 43.90, 19-09-2025",0.0,0.0,0.0,5.75,0,43.9,PUT,BOVESPA
PETRJ271,"PETROBRAS PN, R$ 27.15, 17-10-2025",0.0,0.0,0.0,12.68,0,27.15,CALL,BOVESPA
PETRV271,"PETROBRAS PN, R$ 27.15, 17-10-2025",0.0,0.0,0.0,0.0,0,27.15,PUT,BOVESPA
PETRJ34,"PETROBRAS PN, R$ 27.90, 17-10-2025",0.0,0.0,0.0,11.2,0,27.9,CALL,BOVESPA
PETRV34,"PETROBRAS PN, R$ 27.90, 17-10-2025",0.32,0.45,0.32,0.44,11000,27.9,PUT,BOVESPA
PETRJ457,"PETROBRAS PN, R$ 39.65, 17-10-2025",3.6,3.95,3.6,3.95,900,39.65,CALL,BOVESPA
PETRV457,"PETROBRAS PN, R$ 39.65, 17-10-2025",3.4,3.43,3.4,3.43,200,39.65,PUT,BOVESPA
PETRK30,"PETROBRAS PN, R$ 23.90, 21-11-2025",0.0,0.0,0.0,17.0,0,23.9,CALL,BOVESPA
PETRW30,"PETROBRAS PN, R$ 23.90, 21-11-2025",0.0,0.0,0.0,0.32,0,23.9,PUT,BOVESPA
PETRK352,"PETROBRAS PN, R$ 30.40, 21-11-2025",0.0,0.0,0.0,10.51,0,30.4,CALL,BOVESPA
PETRW352,"PETROBRAS PN, R$ 30.40, 21-11-2025",0.0,0.0,0.0,0.77,0,30.4,PUT,BOVESPA
PETRK447,"PETROBRAS PN, R$ 39.90, 21-11-2025",0.0,0.0,0.0,3.85,0,39.9,CALL,BOVESPA
PETRW447,"PETROBRAS PN, R$ 39.90, 21-11-2025",0.0,0.0,0.0,2.92,0,39.9,PUT,BOVESPA
PETRL300,"PETROBRAS PN, R$ 25.18, 19-12-2025",13.94,14.0,13.93,13.93,600,25.18,CALL,BOVESPA
PETRX300,"PETROBRAS PN, R$ 25.18, 19-12-2025",0.0,0.0,0.0,0.38,0,25.18,PUT,BOVESPA
PETRL310,"PETROBRAS PN, R$ 26.18, 19-12-2025",0.0,0.0,0.0,14.74,0,26.18,CALL,BOVESPA
PETRX310,"PETROBRAS PN, R$ 26.18, 19-12-2025",0.0,0.0,0.0,0.46,0,26.18,PUT,BOVESPA
PETRL340,"PETROBRAS PN, R$ 29.18, 19-12-2025",0.0,0.0,0.0,12.5,0,29.18,CALL,BOVESPA
PETRX340,"PETROBRAS PN, R$ 29.18, 19-12-2025",0.0,0.0,0.0,0.9,0,29.18,PUT,BOVESPA
PETRL35,"PETROBRAS PN, R$ 30.18, 19-12-2025",0.0,0.0,0.0,9.8,0,30.18,CALL,BOVESPA
PETRX35,"PETROBRAS PN, R$ 30.18, 19-12-2025",0.89,0.89,0.89,0.89,200,30.18,PUT,BOVESPA
PETRL40,"PETROBRAS PN, R$ 38.18, 19-12-2025",5.3,5.4,5.3,5.35,7500,38.18,CALL,BOVESPA
PETRX40,"PETROBRAS PN, R$ 38.18, 19-12-2025",0.0,0.0,0.0,2.9,0,38.18,PUT,BOVESPA
PETRL405,"PETROBRAS PN, R$ 38.68, 19-12-2025",0.0,0.0,0.0,6.26,0,38.68,CALL,BOVESPA
PETRX405,"PETROBRAS PN, R$ 38.68, 19-12-2025",0.0,0.0,0.0,2.89,0,38.68,PUT,BOVESPA
PETRL41,"PETROBRAS PN, R$ 39.18, 19-12-2025",0.0,0.0,0.0,4.53,0,39.18,CALL,BOVESPA
PETRX41,"PETROBRAS PN, R$ 39.18, 19-12-2025",0.0,0.0,0.0,2.87,0,39.18,PUT,BOVESPA
PETRL415,"PETROBRAS PN, R$ 39.68, 19-12-2025",3.9,4.54,3.9,4.54,200,39.68,CALL,BOVESPA
PETRX415,"PETROBRAS PN, R$ 39.68, 19-12-2025",0.0,0.0,0.0,3.18,0,39.68,PUT,BOVESPA
PETRL450,"PETROBRAS PN, R$ 40.18, 19-12-2025",4.04,4.18,4.04,4.18,200,40.18,CALL,BOVESPA
PETRX450,"PETROBRAS PN, R$ 40.18, 19-12-2025",3.6,3.71,3.6,3.71,1400,40.18,PUT,BOVESPA
PETRL42,"PETROBRAS PN, R$ 40.68, 19-12-2025",0.0,0.0,0.0,5.0,0,40.68,CALL,BOVESPA
PETRX42,"PETROBRAS PN, R$ 40.68, 19-12-2025",0.0,0.0,0.0,0.0,0,40.68,PUT,BOVESPA
PETRL43,"PETROBRAS PN, R$ 41.18, 19-12-2025",0.0,0.0,0.0,3.69,0,41.18,CALL,BOVESPA
PETRX43,"PETROBRAS PN, R$ 41.18, 19-12-2025",0.0,0.0,0.0,0.0,0,41.18,PUT,BOVESPA
PETRL435,"PETROBRAS PN, R$ 41.68, 19-12-2025",0.0,0.0,0.0,0.0,0,41.68,CALL,BOVESPA
PETRX435,"PETROBRAS PN, R$ 41.68, 19-12-2025",0.0,0.0,0.0,0.0,0,41.68,PUT,BOVESPA
PETRL44,"PETROBRAS PN, R$ 42.18, 19-12-2025",0.0,0.0,0.0,3.42,0,42.18,CALL,BOVESPA
PETRX44,"PETROBRAS PN, R$ 42.18, 19-12-2025",4.7,4.7,4.62,4.62,200,42.18,PUT,BOVESPA
PETRL445,"PETROBRAS PN, R$ 42.68, 19-12-2025",0.0,0.0,0.0,0.0,0,42.68,CALL,BOVESPA
PETRX445,"PETROBRAS PN, R$ 42.68, 19-12-2025",0.0,0.0,0.0,0.0,0,42.68,PUT,BOVESPA
PETRL1,"PETROBRAS PN, R$ 43.18, 19-12-2025",0.0,0.0,0.0,0.0,0,43.18,CALL,BOVESPA
PETRX1,"PETROBRAS PN, R$ 43.18, 19-12-2025",0.0,0.0,0.0,0.0,0,43.18,PUT,BOVESPA
PETRL455,"PETROBRAS PN, R$ 43.68, 19-12-2025",0.0,0.0,0.0,0.0,0,43.68,CALL,BOVESPA
PETRX455,"PETROBRAS PN, R$ 43.68, 19-12-2025",0.0,0.0,0.0,6.41,0,43.68,PUT,BOVESPA
PETRL46,"PETROBRAS PN, R$ 44.18, 19-12-2025",2.4,2.5,2.4,2.5,1500,44.18,CALL,BOVESPA
PETRX46,"PETROBRAS PN, R$ 44.18, 19-12-2025",0.0,0.0,0.0,0.0,0,44.18,PUT,BOVESPA
PETRL465,"PETROBRAS PN, R$ 44.68, 19-12-2025",0.0,0.0,0.0,0.0,0,44.68,CALL,BOVESPA
PETRX465,"PETROBRAS PN, R$ 44.68, 19-12-2025",0.0,0.0,0.0,0.0,0,44.68,PUT,BOVESPA
PETRL47,"PETROBRAS PN, R$ 45.18, 19-12-2025",0.0,0.0,0.0,2.28,0,45.18,CALL,BOVESPA
PETRX47,"PETROBRAS PN, R$ 45.18, 19-12-2025",0.0,0.0,0.0,0.0,0,45.18,PUT,BOVESPA
PETRL475,"PETROBRAS PN, R$ 45.68, 19-12-2025",0.0,0.0,0.0,2.5,0,45.68,CALL,BOVESPA
PETRX475,"PETROBRAS PN, R$ 45.68, 19-12-2025",0.0,0.0,0.0,0.0,0,45.68,PUT,BOVESPA
PETRL48,"PETROBRAS PN, R$ 46.18, 19-12-2025",0.0,0.0,0.0,1.9,0,46.18,CALL,BOVESPA
PETRX48,"PETROBRAS PN, R$ 46.18, 19-12-2025",0.0,0.0,0.0,5.99,0,46.18,PUT,BOVESPA
PETRA305,"PETROBRAS PN, R$ 29.65, 16-01-2026",0.0,0.0,0.0,10.41,0,29.65,CALL,BOVESPA
PETRM305,"PETROBRAS PN, R$ 29.65, 16-01-2026",0.0,0.0,0.0,0.0,0,29.65,PUT,BOVESPA
PETRA364,"PETROBRAS PN, R$ 31.65, 16-01-2026",9.4,9.54,9.4,9.54,300,31.65,CALL,BOVESPA
PETRM364,"PETROBRAS PN, R$ 31.65, 16-01-2026",0.0,0.0,0.0,1.13,0,31.65,PUT,BOVESPA
PETRA407,"PETROBRAS PN, R$ 35.90, 16-01-2026",0.0,0.0,0.0,6.5,0,35.9,CALL,BOVESPA
PETRM407,"PETROBRAS PN, R$ 35.90, 16-01-2026",0.0,0.0,0.0,2.26,0,35.9,PUT,BOVESPA
PETRA419,"PETROBRAS PN, R$ 37.15, 16-01-2026",0.0,0.0,0.0,6.21,0,37.15,CALL,BOVESPA
PETRM419,"PETROBRAS PN, R$ 37.15, 16-01-2026",0.0,0.0,0.0,2.5,0,37.15,PUT,BOVESPA
PETRA474,"PETROBRAS PN, R$ 42.65, 16-01-2026",0.0,0.0,0.0,3.16,0,42.65,CALL,BOVESPA
PETRM474,"PETROBRAS PN, R$ 42.65, 16-01-2026",0.0,0.0,0.0,4.5,0,42.65,PUT,BOVESPA
PETRA507,"PETROBRAS PN, R$ 45.90, 16-01-2026",0.0,0.0,0.0,2.94,0,45.9,CALL,BOVESPA
PETRM507,"PETROBRAS PN, R$ 45.90, 16-01-2026",0.0,0.0,0.0,6.75,0,45.9,PUT,BOVESPA
PETRB20,"PETROBRAS PN, R$ 19.18, 20-02-2026",0.0,0.0,0.0,19.81,0,19.18,CALL,BOVESPA
PETRN20,"PETROBRAS PN, R$ 19.18, 20-02-2026",0.15,0.15,0.15,0.15,1000,19.18,PUT,BOVESPA
PETRB360,"PETROBRAS PN, R$ 31.18, 20-02-2026",9.9,10.13,9.9,10.13,1300,31.18,CALL,BOVESPA
PETRN360,"PETROBRAS PN, R$ 31.18, 20-02-2026",0.0,0.0,0.0,1.07,0,31.18,PUT,BOVESPA
PETRB400,"PETROBRAS PN, R$ 35.18, 20-02-2026",0.0,0.0,0.0,7.35,0,35.18,CALL,BOVESPA
PETRN400,"PETROBRAS PN, R$ 35.18, 20-02-2026",0.0,0.0,0.0,2.0,0,35.18,PUT,BOVESPA
PETRB420,"PETROBRAS PN, R$ 37.18, 20-02-2026",0.0,0.0,0.0,6.01,0,37.18,CALL,BOVESPA
PETRN420,"PETROBRAS PN, R$ 37.18, 20-02-2026",0.0,0.0,0.0,2.57,0,37.18,PUT,BOVESPA
PETRB480,"PETROBRAS PN, R$ 43.18, 20-02-2026",0.0,0.0,0.0,3.71,0,43.18,CALL,BOVESPA
PETRN480,"PETROBRAS PN, R$ 43.18, 20-02-2026",0.0,0.0,0.0,4.52,0,43.18,PUT,BOVESPA
PETRB500,"PETROBRAS PN, R$ 45.18, 20-02-2026",0.0,0.0,0.0,2.67,0,45.18,CALL,BOVESPA
PETRN500,"PETROBRAS PN, R$ 45.18, 20-02-2026",0.0,0.0,0.0,5.85,0,45.18,PUT,BOVESPA
PETRC360,"PETROBRAS PN, R$ 31.18, 20-03-2026",10.5,10.5,10.5,10.5,100,31.18,CALL,BOVESPA
PETRO360,"PETROBRAS PN, R$ 31.18, 20-03-2026",0.0,0.0,0.0,1.18,0,31.18,PUT,BOVESPA
PETRC480,"PETROBRAS PN, R$ 43.18, 20-03-2026",0.0,0.0,0.0,4.67,0,43.18,CALL,BOVESPA
PETRO480,"PETROBRAS PN, R$ 43.18, 20-03-2026",0.0,0.0,0.0,4.29,0,43.18,PUT,BOVESPA
PETRD360,"PETROBRAS PN, R$ 31.18, 17-04-2026",0.0,0.0,0.0,10.25,0,31.18,CALL,BOVESPA
PETRP360,"PETROBRAS PN, R$ 31.18, 17-04-2026",1.15,1.15,1.15,1.15,100,31.18,PUT,BOVESPA
PETRD400,"PETROBRAS PN, R$ 35.18, 17-04-2026",0.0,0.0,0.0,7.66,0,35.18,CALL,BOVESPA
PETRP400,"PETROBRAS PN, R$ 35.18, 17-04-2026",1.98,1.98,1.98,1.98,100,35.18,PUT,BOVESPA
PETRD449,"PETROBRAS PN, R$ 40.18, 17-04-2026",0.0,0.0,0.0,5.0,0,40.18,CALL,BOVESPA
PETRP449,"PETROBRAS PN, R$ 40.18, 17-04-2026",0.0,0.0,0.0,3.8,0,40.18,PUT,BOVESPA
PETRD48,"PETROBRAS PN, R$ 43.18, 17-04-2026",0.0,0.0,0.0,4.47,0,43.18,CALL,BOVESPA
PETRP48,"PETROBRAS PN, R$ 43.18, 17-04-2026",0.0,0.0,0.0,4.81,0,43.18,PUT,BOVESPA
PETRD50,"PETROBRAS PN, R$ 45.18, 17-04-2026",0.0,0.0,0.0,3.25,0,45.18,CALL,BOVESPA
PETRP50,"PETROBRAS PN, R$ 45.18, 17-04-2026",0.0,0.0,0.0,5.14,0,45.18,PUT,BOVESPA
PETRF440,"PETROBRAS PN, R$ 43.01, 19-06-2026",3.0,4.43,3.0,4.43,200,43.01,CALL,BOVESPA
PETRR440,"PETROBRAS PN, R$ 43.01, 19-06-2026",0.0,0.0,0.0,2.29,0,43.01,PUT,BOVESPA
PETRF840,"PETROBRAS PN, R$ 83.01, 19-06-2026",0.18,0.18,0.18,0.18,2000,83.01,CALL,BOVESPA
PETRR840,"PETROBRAS PN, R$ 83.01, 19-06-2026",33.0,33.8,32.35,32.4,60200,83.01,PUT,BOVESPA
PETRG440,"PETROBRAS PN, R$ 43.01, 17-07-2026",4.8,4.88,4.8,4.88,2200,43.01,CALL,BOVESPA
PETRS440,"PETROBRAS PN, R$ 43.01, 17-07-2026",4.5,4.75,4.5,4.75,1200,43.01,PUT,BOVESPA
PETRH322,"PETROBRAS PN, R$ 32.26, 21-08-2026",0.0,0.0,0.0,10.88,0,32.26,CALL,BOVESPA
PETRT322,"PETROBRAS PN, R$ 32.26, 21-08-2026",0.0,0.0,0.0,1.41,0,32.26,PUT,BOVESPA
PETRH500,"PETROBRAS PN, R$ 50.01, 21-08-2026",0.0,0.0,0.0,2.1,0,50.01,CALL,BOVESPA
PETRT500,"PETROBRAS PN, R$ 50.01, 21-08-2026",7.7,7.7,7.7,7.7,1000,50.01,PUT,BOVESPA
PETRI32,"PETROBRAS PN, R$ 32.26, 18-09-2026",11.0,11.0,10.68,10.68,1400,32.26,CALL,BOVESPA
PETRU32,"PETROBRAS PN, R$ 32.26, 18-09-2026",0.0,0.0,0.0,1.46,0,32.26,PUT,BOVESPA
PETRJ362,"PETROBRAS PN, R$ 36.20, 16-10-2026",0.0,0.0,0.0,8.53,0,36.2,CALL,BOVESPA
PETRV362,"PETROBRAS PN, R$ 36.20, 16-10-2026",0.0,0.0,0.0,2.8,0,36.2,PUT,BOVESPA
PETRJ367,"PETROBRAS PN, R$ 36.70, 16-10-2026",8.0,8.0,8.0,8.0,100,36.7,CALL,BOVESPA
PETRV367,"PETROBRAS PN, R$ 36.70, 16-10-2026",0.0,0.0,0.0,2.47,0,36.7,PUT,BOVESPA
PETRJ502,"PETROBRAS PN, R$ 50.20, 16-10-2026",0.0,0.0,0.0,3.17,0,50.2,CALL,BOVESPA
PETRV502,"PETROBRAS PN, R$ 50.20, 16-10-2026",0.0,0.0,0.0,0.0,0,50.2,PUT,BOVESPA
PETRJ512,"PETROBRAS PN, R$ 51.20, 16-10-2026",3.15,3.15,3.15,3.15,100,51.2,CALL,BOVESPA
PETRV512,"PETROBRAS PN, R$ 51.20, 16-10-2026",0.0,0.0,0.0,0.0,0,51.2,PUT,BOVESPA
